,id,song.full_title,song.artist_names,song.lyrics,UniqueWordsPercent,AlbumName,topic1,topic2,topic3,topic4,topic5,topic6,topic7
38,38,coordinate by Travis Scott,Travis Scott,168 contributorstranslationsespaolportuguscoordinate lyric ayy travis scott ayy-ayy-ayy-ayy-ayy trav you know what the fuck up nigga know what im talkin bout nigga nigga one thing for sure two thing for certain nigga we gon keep drinking this motherfucking lean nigga and wearin these motherfuckin rockstar jean nigga they want what a nigga cant stand i know what they cant stand i know why they mad nigga know what im talkin bout but we dont give a fuck yeah we gon keep this big a mac-11 on deck if any fuck nigga get out of line if any fuck nigga want do somethin nigga we can do it nigga know what im talkin bout coordinate the tan with the bean in my rockstar skinny yeah yeah ima need some more need some more if i really wan na feel it yeah yeah yeah yeah yeah yeah yeah spend that money fast if i have to make that money back if i have you it lit coordinate the tan with the bean in my rockstar skinny straight up coordinate the xan with the lean in my rockstar skinny yeah yeah coordinate the tan with the bean in my rockstar skinny yeah yeah yeah yeah yeah yeah yeah you might also like highway dip in traffic two gear automatic leave the strip club tragic two broad go at it it lit me and jacques go brazy me and chase go brazy straight up smashin off your old lady yeah everythin all gravy yeah coordinate the tan in the bean in my rockstar skinny it lit pour a little more if you really wan na feel it straight up foreign little broad and i really wan na hit it ima take her to the back rah coordinate the tan with the bean in my rockstar skinny ima need some more need some more if i really wan na feel it yeah yeah yeah yeah yeah spend that money fast if i have to yeah make that money back if i have you it lit coordinate the tan with the bean in my rockstar skinny straight up coordinate the xan with the lean in my rockstar skinny yeah straight up coordinate the tan with the bean in my rockstar skinny yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah aint nobody outchea goin hard for ya outchea goin hard for ya straight up youve be workin out youre goin hard for ya yeah youve be goin hard for ya you might fear my idea when it time to pop pill and pop seal it lit when i run a fire drill youre right here everytime we drop out we drop chill straight up tryna tell ya aint nobody outchea goin hard for ya yeah yeah outchea goin hard for ya yeah yeah youve be workin out youre goin hard for ya yeah yeah yeah youve be goin hard for ya yeah yeah coordinate the tan with the bean in my rockstar skinny ima need some more need some more if i really wan na feel it yeah yeah yeah yeah yeah spend that money fast if i have to make that money back if i have you coordinate the tan with the bean in my rockstar skinny yeah yeah yeah yeah yeah115embed,0.2846715328467153,Bird in the Trap Sing McKnight (2016),0.0005,0.9967,0.0005,0.0005,0.0005,0.0005,0.0005
39,39,through the late night by Travis Scott (Ft. Kid Cudi),Travis Scott (Ft. Kid Cudi),272 contributorstranslationsespaolitalianoportuguspolskithrough the late night lyric hmm-hmm meh-meh mmm meh-meh-meh hmm-hmm meh-meh mmm meh-meh-meh hmm-hmm meh-meh mmm me -meh-meh hmm-hmm meh-meh mmm meh-meh-meh and then we sleep through day then we play all through the late night sleep through day then we play all through the late night uh-uh-uh-uh-uh all through the late night and then we sil vous plat dont you hate all through the late night hmm-hmm meh-meh all through the late night mmm meh-meh-meh all through the late night hmm-hmm meh-meh all through the late night mmm meh-meh-meh all through the late night oh meh-meh all through the late night mmm meh-meh-meh all through the late night hmm-hmm meh-meh all through the late night mmm meh-meh-meh all through the late night woah blimp soarin how the hell do i get in this space four in the mornin how do i get in this place oh it dont matter get smoke drink and im runnin this space do contemplatin ima take it in and groove in this case nn-dimethyltryptamine and lysergic acid diethylamide the vibe be effervescent delicious just how they should be nn-dimethyltryptamine and lysergic acid diethylamide the vibe be effervescent delicious just how they should be no sleep in my bed no sleepin in my bed yeah we gon play gon play gon play until the day i say no sleep in my bed no sleepin in my bed yeah we gon play gon play then well sleep all through the day and do it again you might also like sleep through day then we play all through the late night sleep through day then we play all through the late night uh-uh-uh-uh-uh all through the late night and then we sil vous plat dont you hate all through the late night hmm-hmm meh-meh all through the late night mmm meh-meh-meh all through the late night hmm-hmm meh-meh all through the late night mmm meh-meh-meh all through the late night oh meh-meh all through the late night mmm meh-meh-meh all through the late night hmm-hmm meh-meh all through the late night mmm meh-meh-meh all through the day and night yeah i toss and turn i keep stressin my mind mind yeah-yeah yeah-yeah-yeah i seek the peace sometimes i cant restrain yeah-yeah yeah-yeah yeah to join a rage at night come out and play play ooh mmm-hmm balance yeah find your balance pipe up yeah god say it my talent ooh-ooh sprinkle lil season on the salad ooh-ooh relieve my heart of malice yeah hit my palace straight up stroke my cactus it lit ooh dont wait yeah mmm dont play yeah yeah play no game like the nba brr throwin check like the nba brr you a ring you a ring we shootin shot like the nra brr yeah she jammin it travis and kid cudi straight up the new krayzie bone and slim bun b yeah shawty yeah on the scene yeah yeah pull up on the scene yeah yeah sip my tea lean no hennessy yeah ah save all take it right yeah ah take it all never light straight up ah have a ball have a night yeah ah after all sleep good yeah sleep through day then we play all through the late night sleep through day then we play all through the late night uh-uh-uh-uh-uh all through the late night and then we sil vous plat dont you hate all through the late night hmm-hmm meh-meh all through the late night mmm meh-meh-meh all through the late night hmm-hmm meh-meh all through the late night mmm meh-meh-meh all through the late night oh meh-meh all through the late night mmm meh-meh-meh all through the late night hmm-hmm meh-meh all through the late night mmm meh-meh-meh all through the late night woah182embed,0.25984251968503935,Bird in the Trap Sing McKnight (2016),0.0004,0.9974,0.0004,0.0004,0.0004,0.0004,0.0004
40,40,beibs in the trap by Travis Scott (Ft. NAV),Travis Scott (Ft. NAV),312 contributorstranslationsespaolportugusbeibs in the trap lyric that coca i just pour an eight in a liter throw some jolly rancher in make it sweeter versace my clothes im with a white ho and she snortin three line like adidas get a black girl rollin off molly get a white bitch snortin up snow say she want real nigga in the party parent gon leave the key to the condo bitch close the door there shit on your nose that coca she say she want more she say she want more so ima get more yeah ima get more bitch close the door there shit on your nose she say she want more she say she want more so ima get more yeah ima get more i just pour an eight in a liter with a white bitch sniffin on bieber be you sure you wan na party with the demon bitch lookin for her phone i aint see it told frost bring the water no fiji free stix im pour up and im leanin i get a couple pussy nigga in they feel cause the main bitch wan na come see me she say she want more your girl be a ho you need to let go she fuck all my bros she snortin the snow that coca now she touchin her toe she get anna nicole all in her nose if they kick down the door we gon get lock for sure she say she want more fuck it ima get more ima get more you might also like nightmare high-life sleepy night-night yeah flash spotlight pull up nice guy yeah yeah help it peace peace peaced it yeah bite me ride me yeah strike me indict me yeah yeah snipe it swipe it rapper trapper ooh yeah im lit lightyeahnin lit white bitch bitch she thick thick pull out of the hood toyota drove back to the hood lambo ooh crush xans crush xans in my soda ridin round the city with my eye close yeah yeah crazy girl get it poppin aod get it poppin yeah yeah tryna text my accountant aint no service in the mountain straight up wont you come to the bottom know you heard a lot about em yeah heard they take that then they change like a mood ring yeah yeah i watch em take that then they change like a mood ring pull out of the hood toyota drove back to the hood lambo ooh crush xans crush xans in my soda ridin round the city with my eye close ooh i just pour an eight in a liter throw some jolly rancher in make it sweeter versace my clothes im with a white ho and she snortin three line like adidas get a black girl rollin off molly molly get a white bitch snortin up snow say she want real nigga in the party parent gon leave the key to the condo bitch close the door there shit on your nose that coca she say she want more she say she want more so ima get more ooh yeah ima get more ooh bitch close the door ooh there shit on your nose ooh she say she want more ooh she say she want more ooh so ima get more ooh yeah ima get more ooh-ooh ooh-ooh ooh-ooh ooh-ooh ooh-ooh-ooh ooh-ooh-ooh ooh-ooh-ooh ooh-ooh-ooh-ah180embed,0.3309734513274336,Bird in the Trap Sing McKnight (2016),0.0005,0.0005,0.0005,0.0005,0.9969,0.0005,0.0005
41,41,sdp interlude by Travis Scott,Travis Scott,114 contributorstranslationstrkeespaolportugussdp interlude lyric drink some drink some drink some drink some drink some drink some drink some drink some drink some drink some drink some drink some drink some drink some drink some drink some drink some drink some drink some drink some drink some drink some drink some drink some smoke some drink some pop smoke some drink some pop ooh-ah smoke some drink some pop one smoke some drink some pop one ooh-ah smoke some drink some pop one smoke some drink some pop one smoke some drink some pop one smoke some drink some pop one yeah smoke some drink some pop one smoke some drink some pop one ooh-ah smoke some drink some pop one smoke some drink some pop one yeah smoke some drink some pop one smoke some drink some pop one smoke some drink some pop one smoke some drink some pop one you might also like yeah yeah so smoke some drink some pop one lit smoke some drink some pop one lit smoke some drink some pop one lit smoke some drink some pop one lit yeah smoke some drink some pop one ooh-ah smoke some drink some pop one ooh-ah smoke some drink some pop one smoke some drink some pop one smoke some drink some pop one yeah smoke some drink some pop one ooh-ah smoke some drink some pop one smoke some drink some pop one yeah smoke some drink some pop one smoke some drink some pop one smoke some drink some pop one your mama never let you guy outside she probably still beat your a man what the man you a virgin you a virgin huh your lil small your lil skinny a cant even take it what you doin with that weed where you get that huh ima tell your mama77embed,0.1639871382636656,Bird in the Trap Sing McKnight (2016),0.0008,0.0008,0.0008,0.0008,0.0008,0.9954,0.0008
42,42,sweet sweet by Travis Scott,Travis Scott,164 contributorstranslationsespaolportugustrkesweet sweet lyric whistle cause youre sweet sak pa it lit wah yah seh wah yah seh run it up yah all this cake yah yah bag it up yah den come right away yah yah cause youre sweet yah yah-yah whats your status yah yah might hit your address if im on them addys yah jet right to you i cant do no traffic skrrr skrrr i cant do no lack skrrr skrrr cause youre sweetsweetlike cocoa but all you wan na do be the coco yah hangin out with you be a no go yah yah-yah straight up cause youre sweet sweet sweet like cocoa but all you wan na do be the coco sweet sweet sweet hangin out with you be a no go sweet sweet sweet cause youre sweet sweet like my time like my juice sweet sweet we be downstairs in the basement with the move sweet yah shout my town shout my troop shout shout shout my jeweler make my chain look like froot loop yuh it lit come get a taste come get a scoop scoop i do make it out the hood through all the hoop hula hoop i do finally found a way to make the loot make the loot link up all my nigga and my jewel yuh high up link up link up yuh link up pour my syrup yah diamond yeah they link up link up go berserk do some shit you think of yah yah lean lean lean all this lean lean lean we might lean lean lean oh smoke all my shit shit stop it start again yah you might also like cause youre sweet yah like cocoa but all you wan na do be the coco hangin out with you be a no go cau- cause youre sweet yuh sak pa yah wah yah seh yah yah runnin up yah all this cake yah bag it up bag it up den come right away when i ask who big yah aint tryna argue with ya im tryna figure straight up who you with who your team what your side yah how you how you how you ride skrrr skrrr how you use me to survive straight up yuh cause we up lit at five oh at the crib goin live oh so live yuh eric hit the stripper yuh order v live yah order wing told em hold it hold it cause youre sweet it lit like cocoa it lit but all you wan na do be the coco yah yah hangin out with you be a no go straight up cause youre sweet like cocoa but all you wan na do be the coco hangin out with you be a no go cause youre sweet96embed,0.32397408207343414,Bird in the Trap Sing McKnight (2016),0.0005,0.0005,0.9967,0.0005,0.0005,0.0005,0.0005
43,43,outside by Travis Scott (Ft. 21 Savage),Travis Scott (Ft. 21 Savage),162 contributorstranslationsespaolportugustrkeoutside lyric all my nigga outside aint goin in yeah we be hangin outside aint goin in yeah yeah yeah yeah yeah automatic yeah always get it on me baby automatic yeah where im at be static but it aint get traffic yeah push up on me them boy make you do a backflip balance on the beam yeah balance on the beam yeah do some shit ive never see wont you come ride with the team yeah yeah you might just win a ring yeah while they home on they homescreens and all my nigga outside aint goin in yeah we be hangin outside aint goin in we be hangin outside goin in outside not goin in pull up in a lambo or just with the benz check out never check in we be outside not goin in hope you have a mattress when you sleepin on me hope you get some backup if you creepin on me cause just last week i rest in peaced a homie why you do it why you switch up ooh be it for the image or for the picture ooh you always seem to show up when im at the mix cause you know im not myself when im off the liquor off the lean it always well off the lean you might also like all my nigga outside aint goin in yeah we be hangin outside aint goin in all my nigga outside 21 21 21 21 all my nigga outside pillow talkin sneak dissin get a nigga jaw wire beat your baby momma throat so long she say her jaw tire young savage get a nigga whack cause i get mob tie im a wise guy all my nigga in the field im draped in avianne i aint get a deal slaughter gang and pde we killin shit for real 21 21 ten bad bitch suckin dick and eatin pill what and i keep that tommy nigga i aint talkin hil 21 and i be on mud i get mad if it spill yeah bitch i know your baby daddy probably wan na kill kill im a real nigga fuck nigga cant feel 21 plus i get inside that bowl and scrr scrr scrr scrr hit it from the back pull up her skirt 21 i just copped that bentley truck i skrt skrt skrt 21 bitch im outside on the percs percs percs 21 21 21 all my nigga outside aint goin in yeah we be hangin outside aint goin in all my nigga outside60embed,0.40835266821345706,Bird in the Trap Sing McKnight (2016),0.0007,0.0007,0.9959,0.0007,0.0007,0.0007,0.0007
44,44,goosebumps by Travis Scott (Ft. Kendrick Lamar),Travis Scott (Ft. Kendrick Lamar),499 contributorstranslationsespaolitalianoportugustrkegoosebumps lyric yeah 730 in the night yeah ooh ooh i get those goosebump every time yeah you come around yeah you ease my mind you make everything feel fine worried bout those comment im way too numb yeah it way too dumb yeah i get those goosebump every time i need the heimlich throw that to the side yeah i get those goosebump every time yeah when youre not around straight up when you throw that to the side yeah it lit i get those goosebump every time yeah 7-1-3 through the 2-8-1 yeah im ridin why they on me why they on me im flyin sippin low-key im sippin low-key in onyx rider rider when im pullin up right beside ya pop star lil mariah when i text a cute game wildness throw a stack on the bible never snapchat or take molly she fall through plenty her and all her ginnies yeah we at the top floor right there off doheny yeah oh no i cant fuck with yall yeah when im with my squad i can not do no wrong yeah saucin in the city dont get misinform yeah they gon pull up on you brr brr brr yeah we gon do some thing some thing you cant relate yeah cause we from a place a place you can not stay oh you cant go oh i dont know oh back the fuck up off me brr brr brr you might also like i get those goosebump every time yeah you come around yeah you ease my mind you make everything feel fine worried bout those comment im way too numb yeah it way too dumb yeah i get those goosebump every time i need the heimlich throw that to the side yeah i get those goosebump every time yeah when youre not around when you throw that to the side yeah i get those goosebump every time uh i want to press my like yeah i wan na press my i want a green light i wan na be like i wan na press my line yeah i wan na take that ride yeah im gon na press my line i want a green light i wan na be like i wan na press my mama dearest spare your feel im relivin moment peelin more residual i can buy the buildin burn the buildin take your bitch rebuild the buildin just to fuck some more i can justify my love for ya and touch the sky for god to stop debate war put the pussy on a pedestal ayy put the pussy on a high horse that pussy to die for that pussy to die for peter piper picked a pepper so i could pick your brain and put your heart together we depart the shady part and party hard the diamond yours the coupe forever my best shot just might shoot forever like brr i get those goosebump every time yeah you come around yeah you ease my mind you make everything feel fine worried bout those comment im way too numb yeah it way too dumb yeah i get those goosebump every time i need the heimlich throw that to the side yeah i get those goosebump every time yeah when youre not around when you throw that to the side yeah i get those goosebump every time607embed,0.3410714285714286,Bird in the Trap Sing McKnight (2016),0.0005,0.9079,0.0005,0.0005,0.0005,0.0005,0.0895
45,45,first take by Travis Scott (Ft. Bryson Tiller),Travis Scott (Ft. Bryson Tiller),150 contributorstranslationsespaolportugustrkefirst take lyric dont like what i saw this life without yours despite i be lose despite you get flaw just let our love play it course let you tell it whats mine be yours whats yours be yours all the sign i ignore i play love like a sport yeah first take you aint on time you be late yeah when you around me youre safe lit you cant go off of a hearsay i know that look on your face you think you winnin a race you think all i do be play yeah i didnt put you in your place then why you still here in my place yeah thought so yeah and also you think too much we all know you think too much we all know yeah i aint tryna go back to war with your moral yeah you cant kill the vibe it immortal straight up i aint buyin it even though i can afford ya ooh cause i know you might also like dont like what i saw dont like what i saw this life without yours this life without yours ooh despite i be lose despite i be lose ooh despite you get flaw ooh just let our love play it course yeah let you tell it ooh whats mine be yours whats yours be yours ooh all the sign i ignore ooh i play love like a sport ooh yeah this love wont grow less we find growth wipe down your nose girl wont you come over let both find hoe let fuck them both but you think too hard we all know you think too hard we all know so say nothin nothin cause you think too hard we all know yeah you know id rather lead it than follow yeah you and me baby mano y mano it lit cause i know i know dont like what i saw yeah this life without yours yeah yeah despite i be lose ayy despite you get flaw ayy just let our love play it course ohhh let you tell it whats mine be yours whats yours be yours all be yours all the sign i ignore uh-huh i play love like a sport like a sport no yeah okay lil mama i still aint heard from lil mama we go back to angliana when you be study in college but i call you and brought ya out to santa monica believe in you i be your sponsor i get love for you but im not in love give me affection girl i be lose she give me direction go through fuckin you with no protection all my blessing girl you one of all my blessing you think i dont care about you girl you well call my best friend i get time to waste girl i get time to waste girl i cancel everything just to get back on the same page to finish the story but you would rather ignore me your mama call to check on me but you wont even pick up the phone shit yeah goddamn you feelin yourself yeah out in hollywood you get a nigga with some wealth word you aint free tonight i bet he call somebody else tryna tell you im the last real nigga left damn right you can hit me if you need help with your love problem with your money problem i just might solve em i just might solve em i just might solve em i just might solve em yeah i just might solve em just call me or you could just pick up the phone baby i know you i know you home baby baby i know i know35embed,0.33865814696485624,Bird in the Trap Sing McKnight (2016),0.0005,0.0005,0.0005,0.997,0.0005,0.0005,0.0005
46,46,pick up the phone by Young Thug & Travis Scott (Ft. Quavo),Young Thug & Travis Scott (Ft. Quavo),320 contributorstranslationsportugusespaoltrkepick up the phone lyric yeah oh yeah uh ooh thugger yeah yeah travis scott thugger thugger baby yeah i pour a four up ooh ooh i call your ho up yeah just to fuck her and show her just to fuck i just go get my dough up i just go get my dough up pullin off and im go skrrt-skrrt then i go and pour four up then i go and pour four then i roll up that roll-up roll up roll up then im callin your ho up callin your ho up like brrt pick up the phone baby yeah ooh like brrt i know youre home baby ooh it lit im in the zone baby zone out straight up i just pour up a four baby pour it up yeah yeah you might also like never will i cheat on you yah never will i commit treason blowin a bag on you yah do all of that for no reason ima pull up mr2 ooh yah hittin the block and im bleedin throw that rollie on you yah i like the way it be freezin yeah like brrt pick up the phone baby ooh like brrt i know youre home baby ooh it lit im in the zone baby zone out straight up i just pour up a four baby pour it up yeah yeah pour up a four of that actavis act lean like my motherfuckin granny do woo super bowl ring with big-body benz hey i stack it up now im just better-livin cash get screw in my mouth im just preppin it ha im fuck this cash im not celibate ha im packin it out like a reverend woah i need all this cash i get hella kid woo ima play dumb and get left in the middle yeah yeah back the fuck up you too little woah woah hit em with three like im miller yeah yeah i dont talk to no man in the middle uh-uh i dont talk to no man im just kiddin i swear but i do pay my sister tuition woo i feel lucky i should play the lottery yeah walkin off with it like sonny liston woah mama told me im her brightest star yeah mama told me dont hate on the law ow because everybody get a job what because everybody wan be a star real shit real shit please believe every motherfucker around here wan be a part swear swear swear she gon do anything in her power to be with ya boy like brrt pick up the phone baby ooh like brrt i know youre home baby ooh it lit im in the zone baby zone out straight up i just pour up a four baby pour it up yeah yeah never will l cheat on you never will i commit treason blowin a bag on you do all of that for no reason ima pull up mr2 hittin the block and im bleedin throwin that rollie on you ayy ayy i like the way you be freezin yeah quavo pick up the phone macaulay culkin baby home alone home alone i thought i be right then i have to man up i be wrong i be wrong i hate when we fight hey she in love with the pipe pipe i draped her up in ice i pour my four on ice hey ice woo bird in the trap sing brian mcknight percocet and codeine please dont take my life my life she have a dream with cline so i bought it twice cline young nigga make it right back tonight girl youre so cute and your a be nice drinkin on four and im shootin dice wrist polar bear klondike brr and im love all race all race hell nah i dont discriminize no drinkin on clean sanitize drank ostrich seat with the frog eye skrrt if i ever call your phone baby brrt best believe it only one time brrt like brrt pick up the phone baby ooh like brrt i know youre home baby ooh it lit im in the zone baby zone out straight up i just pour up a four baby pour it up yeah yeah never will l cheat on you never will i commit treason blowin a bag on you do all of that for no reason ima pull up mr2 hittin the block and im bleedin throwin that rollie on you i like the way you be freezin yeah like brrt pick up the phone baby like brrt like brrt im in the zone baby pick up the phone baby like brrt like brrt im in the zone baby321embed,0.30982367758186397,Bird in the Trap Sing McKnight (2016),0.0004,0.0004,0.9977,0.0004,0.0004,0.0004,0.0004
47,47,lose by Travis Scott,Travis Scott,115 contributorstranslationsportugusespaollose lyric my lambo gon skrrt my crib aint get service i get shit to lose that shit make me nervous i get shit to lose get ta keep my cool get ta watch the dupe cant let them come through i get shit to lose hold up wait more to gain more at stake i get shit to do have to move with the crew away from you steady with the crew steady with the crew and you never like it and you never like them steady with the crew steady with the crew and you never like it and you never like them my lambo gon skrrt my crib aint get service i get shit to lose that shit make me nervous i get shit to lose get ta keep my cool get ta watch the dupe cant let them come through i get shit to lose hold up wait more to gain more at stake i get shit to do have to move with the crew away from you you might also like steady with the crew steady with the crew steady with the crew steady with the crew and you never like it and you never like them and i never like it and i never like them steady with the crew steady with the crew steady with the crew steady with the crew and you never like it and you never like them and i never like it and i never like them you know what we grow on we go back like futon and coupon we too bad we too wild we too young shake some my nigga gon shake some fall through and break somethin broad day and take somethin backwards ive be livin backwards on my mattress orgy on my mattress flash dreamin havin flash dashin hopin i dont crash it my lambo gon skrrt my crib aint get service i get shit to lose that shit make me nervous i get shit to lose get ta keep my cool get ta watch the duke cant let them come through i get shit to lose hold up wait more to gain more at stake i get shit to do have to move with the crew away from you steady with the crew steady with the crew steady with the crew steady with the crew and you never like it and you never like them and i never like it and i never like them steady with the crew steady with the crew steady with the crew steady with the crew and you never like it and you never like them and i never like it and i never like them65embed,0.203579418344519,Bird in the Trap Sing McKnight (2016),0.0008,0.0008,0.9952,0.0008,0.0008,0.0008,0.0008
48,48,guidance by Travis Scott,Travis Scott,113 contributorstranslationsportugusespaolguidance lyric and i found out that youre bad for me i found out that you have someone every time i get this drunk i hope i wake up in another place i roll up i roll up i roll up behind it yeah i wan na try it yeah grip on your waist bust up the place tantalizin straight up youre from the island you stay wildin i guide i guide you like a pilot havent be around this year yeah yeah i like to see you change your gear it lit to a motion thats more faster babe im grippin like im tryna catch up babe pump up follow me rumble follow me yeah roll up follow me pop two follow me straight up do you like that follow me nice follow me backwards follow me practice follow me yeah it lit hop up it time for a switch yeah lightskin girl like the hair man it come with a twist badmon badmon yeah you know it come with a risk risk i aint a bouncer but the way you bouncin i might just frisk ya yeah yeah yeah you might also like i roll up behind it yeah i wan na try it yeah grip up your waist bust up the place tantalizin straight up you need some guidance you stay wildin ima guide you like a pilot havent be around this year yeah yeah i like to see you change your gear it lit to a motion thats more faster babe bop-bop-bop-bop-bop-bop-bop im grippin like im tryna grrah catch up babe and i found out that youre bad for me i found out that you have someone every time i get this drunk i hope i wake up in another place i roll up i roll up yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah oh yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah yeah oh oh you silent you quiet what happen to the loud talkin all that noise you do be you finish or be you do how you be with your workout visit get my scription get my attention you know my intention you know nobody know our business no god our witness yeah lit like my wrist be only like it when youre at your littest it lit i roll up behind it yeah i wan na try it yeah grip up your waist bust up the place tantalizin straight up you need some guidance you stay wildin ima guide you like a pilot havent be around this year yeah yeah i like to see you change your gear it lit to a motion thats more faster babe im grippin like im tryna catch up babe bop-bop-bop-bop-bop-bop-bop grrrrr i roll up i roll up36embed,0.2910602910602911,Bird in the Trap Sing McKnight (2016),0.9957,0.0007,0.0007,0.0007,0.0007,0.0007,0.0007
49,49,wonderful by Travis Scott (Ft. The Weeknd),Travis Scott (Ft. The Weeknd),129 contributorstranslationsportugusespaolwonderful lyric yeah yeah yeah oh my oh my what a wonderful time yeah be a minute since i pull up outside skrrt-skrrt shut it down yeah you do that every time okay ooh-wee get a feelin you might yeah yeah work it like a stripper yeah but you not a stripper yeah dog her down with ya yeah work that 9 to 5 with ya yeah have to smoke a pound with ya oh my yeah on a vibe what a wonderful time it lit hundred deep all my nigga outside valet park when i pull up in the ride yeah yeah hoe it late you might have to spend the night yeah oh i love my city lit at night yeah yeah oh i love my bitch when they bite yeah yeah oh let call some up and let get right yeah yeah oh-oh yeah we just land in your city go time drivin to the venue like she seein no sign she get all the pa she dont ever do line bustin like she single she aint wastin no time alright you can not record thats for the show now oh no leave your phone youll get that later on now straight up pour that special drink thats for my throat now yah and take a sip you might also like oh my oh my what a wonderful time be a minute since i pull up outside shut it down yeah we do that every time ooh-wee get a feelin you might might yeah work it like a stripper yeah but you not a stripper yeah dog her down with ya yeah down with ya work that 9 to 5 with ya yeah work with ya have to smoke a pound with ya pound with ya oh me oh my why they wonderin who the kid sleepin side i be up sleepless late night override yeah overdrive yeah oh bag it bag it up just bag it up yeah yeah wan na try this one more again oh my i be on the edge yeah yeah scopin through the lens these thought be in my mind get me on the drive get me on the ride to a wonderful time oh my oh my what a wonderful time straight up be a minute since i pull up outside shut it down yeah we do that every time ooh-wee get a feelin you might yeah yeah oh my what a wonderful time be a minute since i pull up outside shut it down yeah you do that every time ooh-wee get a feelin you might yeah work it like a stripper yeah but you not a stripper yeah dog her down with ya yeah work that 9 to 5 with ya yeah have to smoke a pound with ya oh me na-na-na na-na-na-na-na na-na-na na-na-na na-na-na-na na-na-na na-na-na-na na-na-na na-na-na-na na-na-na-na na-na143embed,0.3008130081300813,Bird in the Trap Sing McKnight (2016),0.0007,0.996,0.0007,0.0007,0.0007,0.0007,0.0007
50,50,Pornography by Travis Scott,Travis Scott,166 contributorstranslationstravis scott - pornography azrbaycan trcmportugusespaolfranaissvenskatrkepornography lyric nine light year away just outside of the kepler solar system we find ourselves consume and utterly mesmerize with a story of a young rebel against the system refuse to conform or comply to the way of authority he chose the mood of fuck this shit at that moment the one know a jacques turn to scott chose to jump off his mama porch leadin the stampede of lose soul in the middle of their metamorphosis not quite through with their journey aint make it to wherever the fuck they gon be in life but wherever it be it well than here so fuck you and fuck this no monogamy mnage with me pornography surroundin me you get high with me you come down with me thats all i need in my fantasy all these flashin light light light give you some of me you want all of me and get high with me and come down with me yeah thats all i need in my fantasy you remind me of my ex crazy love we design our love around the drug we both in this club we both tryna fuck ima rub a dub tryna get a nut you might also like no monogamy mnage with me pornography surroundin me you get high with me you come down with me thats all i need in my fantasy all these flashin light blindin me give you some of me you want all of me and get high with me and come down with me yeah thats all i need in my fantasy the story of the bastard be never told the soul of a bastard be never sell will he survive or will he fold up livin like a bronco lifestyle wild and untamed sits at the top a long list of no name misfit cant wait to get a chance to say fuck you to the one who say fuck you til you doin your thing codeine and cocaine cartel who lead the charge of this young mob la flame he hears in his head the world be yours yours yours wake up nigga get ta get the cake up nigga nigga in the bush in the farm might get ta rake up a nigga im way too antsy cause my ambition too frantic i might need to move to atlantis cause my mind too outlandish it the rodeo time to get start houston nigga goin james harden they be wildin on u nigga in the project wonder why a nigga go cold-hearted they wan na put my soul up on an auction but ima make em take the fall like august and they gon vote me right in on my caucus and ima show these nigga how to get lawless why your hand out askin could you hold one who do i owe nigga no one they pickin you up but you low down animate actin frozen i get porno pic wish i can post them stackin franklin i cant fold em nigga askin for the old him but im way too young to be the old him ima make this shit crack lamar odom til i climb to the top of the podium so wake up nigga get ta get the cake up nigga nigga in the bush nigga on the farm might get ta rake up a nigga im way too antsy cause my ambition too frantic i might move out to atlantis cause my mind too outlandish we gon rule the world we gon rule the world we gon rule the world hmm never gon na stop never gon na stop never ever gon na stop it la flame say let your ambition carry you112embed,0.4169329073482428,Rodeo (2015),0.0005,0.0005,0.9971,0.0005,0.0005,0.0005,0.0005
